N,name,price,url,pages,size1,size2,size3,weight,cover,year,"description"
588,"Смолянки, мариинки, павлушки…бестужевки…",759.0,https://www.chitai-gorod.ru/product/smolyanki-mariinki-pavlushki-bestuzhevki-2676938,304.0,2.0,15.0,20.7,379,Твёрдый переплёт,2007.0,"В книге рассказывается об особенностях женского образования в Санкт-Петербурге."
589,Русские евреи в Америке,249.0,https://www.chitai-gorod.ru/product/russkie-evrei-v-amerike-2586118,346,1.3,13.5,21.0,310,,2005.0,"Настоящий сборник является продолжением серии книг, изданных в Израиле М.А.Пархомовским и посвященных вкладу русских евреев в культуру Зарубежья. И хотя в нескольких книгах этой серии есть статьи, посвященные русским евреям в Америке, мы считали, что такой необъятной теме должен быть посвящен, по меньшей мере, отдельный сборник или, что еще лучше, серия сборников. . .Настоящее издание составлено по тому же принципу, что и все предшествующие. Это - собрание статей, эссе и документов. . .В предлагаемой книге господствует личностный, а не историко-социальный подход, то есть почти все статьи и публикации посвящены отдельным лицам. В таком подходе кроются свои недостатки и достоинства. К числу последних относятся разнообразие привлеченных материалов и представительный характер сборника, в котором принимают участие авторы из Израиля, России, США и Канады. К числу недостатков тома относится некоторая его мозаичность, отсутствие ""большой картины"". С другой стороны, из характеров героев, особенностей их поведения в определенных обстоятельствах, истории их достижений и неудач складывается своя ""большая картина"", возможно, не всеобъемлющая, но, как нам кажется, достаточно эмоциональная и убедительная."
590,Публицистика в 3 томах. Том 1. Статьи и речи,1019.0,https://www.chitai-gorod.ru/product/publicistika-v-3-tomah-tom-1-stati-i-rechi-3000605,720.0,4.5,13.5,20.7,670,Твёрдый переплёт,1995.0,"Предлагаемое трехтомное собрание публицистических произведений Александра Солженицына впервые печатается в России и существенно расширено и дополнено по сравнению с западными изданиями. Многие статьи и выступления, включенные в это собрание, либо вообще не печатались в России, либо рассеяны по труднодоступным периодическим изданиям. Собранные вместе, они позволят проследить гражданскую, историческую и государственную мысль А. И. Солженицына за почти треть столетия.
Первый том включает наиболее значительные письменные и устные выступления писателя как в СССР (1969— 1974), до его насильственной высылки, так и в изгнании, вплоть до 1994 года — то есть до возвращения автора в Россию. Читатель найдет в этом томе знаменитую Нобелевскую лекцию, статьи из сборника «Из-под глыб», Гарвардскую речь, Темплтоновскую лекцию, статьи «Как нам обустроить Россию?»,«„Русский вопрос""к концу XX века», Речь в Международной Академии Философии и др."
591,Слово одесского пацана. Классики криминала,1199.0,https://www.chitai-gorod.ru/product/slovo-odesskogo-pacana-klassiki-kriminala-3048056,368.0,2.0,13.5,20.6,414,Твёрдый переплёт,2024.0,"Одесса — ""жемчужина у моря"", Южная Пальмира. Но за вычурной архитектурой скрывается тайная сторона этого города — бандитская Одесса, окутанная легендами о громких преступлениях и невероятных махинациях. Знаменитая Малая Арнаутская — «сердце» контрабанды и искусных фальшивок, история воровки Соньки Золотой Ручки, князь медвежатник Петр Кирьяков и ограбление Таврического банка и Английской судостроительной компании, похождения бравого атамана Григория Котовского, ювелирные аферы, загадочный Петр Мищиц и ограбление Лондонского банка, король преступного одесского мира Мишка Япончик, бандитская принцесса Кровавая Маргаритка и загадочная Мурка — криминальные авантюры, ставшие настоящей преступной ""классикой""."
592,Россия & Америка. Кто спасет цивилизацию?,1249.0,https://www.chitai-gorod.ru/product/rossiya-amerika-kto-spaset-civilizaciyu-3048035,416.0,2.5,13.5,20.5,452,Твёрдый переплёт,2024.0,"В своих книгах автор Елена Головина, которой выпало жить и в России, и Америке - в странах-геополитических соперниках - пытается ответить на вопрос: ""Почему наши цивилизации различаются и главное - куда идут?"" Мы живём в мире, который взаимосвязан, системы наших стран зависят, определяются и адаптируются друг с другом, создавая тем самым общечеловеческую цивилизацию. Понятно, что изменения в одной стране сказываются и на других, адаптируясь к местным условиям социальной формации и национальных особенностей. Все знаковые витки недавней истории были связаны с неким всеобщим посылом, который охватывал ряд ведущих стран: Первая мировая война, Вторая мировая война, восстановление и относительное благополучие после. А на стыке веков казавшаяся устойчивой советская система была разрушена, а после и капитализм западного мира стал претерпевать такие же глобальные изменения, неизбежно ведущие к краху. Анализируя события, автор вместе с тем рассказывает о духовном и социальном состоянии общества и в Америке, и в России. Для изменения ситуации и благополучия мира нужны преобразования хотя бы в одной стране, которые - хочется верить - подхватит всё мировое сообщество. Изменения в отдельно взятой стране, России, ведущие к успеху, обязательно отразятся на всём мировом сообществе, способствуя миру и процветанию. На это наши надежды и чаяния. Книга написана для широкого круга читателей."
593,Непридуманная история от СССР до СВО,488.0,https://www.chitai-gorod.ru/product/nepridumannaya-istoriya-ot-sssr-do-svo-3034660,502.0,3.0,15.3,21.7,716,Твёрдый переплёт,2024.0,"Автор родился в 1960 году. Это поколение — дети детей войны. Участникам Великой Отечественной войны достались не только тяготы фронтовой жизни, горечь потерь и радость Победы, но и трудности восстановления послевоенной страны. Их дело продолжили наши родители. Как и чем они жили, как работали, что видели?
Сценарий жизни определяют родители. Это основа формирования моральных ценностей, которые становятся путеводителем самостоятельной жизни.
Какие методы воспитания детей применимы, чтобы не сломать характер? Через какие общественные формации прошла страна и общество с середины прошлого века до сегодняшних дней? Взаимоотношения людей и методы руководства в производственном коллективе. Личные отношения.
Эти вопросы поднимает автор в своих воспоминаниях."
594,Бои тяжеловесов. Глобальная политическая арена,809.0,https://www.chitai-gorod.ru/product/boi-tyazhelovesov-globalnaya-politicheskaya-arena-3023873,224.0,1.8,13.4,20.5,230,Твёрдый переплёт,2024.0,"Фарид Закария - один из самых влиятельных и популярных американских политических аналитиков, редактор еженедельника Newsweek International. Ф. Закария - автор многих книг, посвященных современной геополитике, кроме того, он долгие годы ведет на CNN передачу «Глобальная политическая арена», куда приглашаются ведущие политики мира и разбираются самые острые вопросы международных отношений.
В данной книге собраны наиболее значительные и актуальные материалы Ф. Закарии как из «Глобальной политической арены», так и написанные по поводу тех или иных событий, в том числе по поводу противостояния США и России в мире, и будущего, которое нас ожидает."
595,Царь-Борис: из коммунистов в президенты. Биография Бориса Николаевича Ельцина,869.0,https://www.chitai-gorod.ru/product/car-boris-iz-kommunistov-v-prezidenty-biografiya-borisa-nikolaevicha-elcina-3027737,112.0,1.2,13.5,20.5,170,,2024.0,"Борис Николаевич Ельцин стал первым избранным народом главой России и вторым пенсионером союзного значения. В 1990-м, в возрасте 59 лет, сдал свой партийный билет и вышел из состава членов КПСС, которой служил верой и правдой всю свою сознательную жизнь. Строитель по призванию и образованию он посвятил последние годы своей политической карьеры слому старого строя. При нём произошли одни из самых ярких событий в истории современной истории страны: августовский путч, штурм Белого дома, приватизация, чеченские войны и дефолт. Он стал первым человеком, кто добровольно оставил свой пост руководителя страны. Его за многое хвалили, но ещё больше ругали. И по сей день его считают самой неоднозначной политической фигурой, чье имя вписано в историю нашего Отечества. В новой книге врача-психиатра, автора многих книг и патографий З. Агеевой изложена биография Б.Н. Ельцина. Книга рассчитана на широкий круг читателей."
596,Повреждение нравов в России. Письмо правителям и вельможам,939.0,https://www.chitai-gorod.ru/product/povrezhdenie-nravov-v-rossii-pismo-pravitelyam-i-velmozham-3027756,224.0,1.8,15.5,21.5,270,,2024.0,"«Бедные народы! Вы подвергнуты правлению тех, которые начав жизнь свою подлостью и множество лет упражняясь в двух только искусствах – трусости и лести, достигли правления, и они уже не люди, но как бы такие естества, которые почитают себя едиными предметами к управлению народными судьбами», – писал Михаил Щербатов (1733 – 1790), один из самых ярких русских историков и публицистов. Он принадлежал к старинному княжескому роду, ведущему свое происхождение от Рюрика, обладал поистине энциклопедическими знаниями и большой ученостью – недаром Екатерина II назначила его первым русским историографом. Однако в своих произведениях он резко критиковал «самовластие», при котором, по его мнению, пышно расцветают людские пороки. Эта критика звучит как в его публицистических работах, так и в исторических, например, «О повреждении нравов в России», где он дал нелицеприятную картину правления русских императоров от Петра I до Екатерины II. Екатерина II прекрасно понимала оппозиционность взглядов Щербатова, распорядившись после его смерти изъять архив. Но и князь хорошо знал, какая судьба уготована его бумагам, и заблаговременно укрыл их у родственников. Впервые эти работы М.М. Щербатова были опубликованы почти через сто лет в Вольной русской типографии А.И. Герцена в Лондоне, а некоторые из вошедших в данную книгу, не издавались до нашего времени."
597,Советский директор в Америке. Взлёты и падения страны доллара,969.0,https://www.chitai-gorod.ru/product/sovetskiy-direktor-v-amerike-vzlety-i-padeniya-strany-dollara-3018372,288.0,2.4,14.0,20.5,270,,2024.0,"Эта книга видного советского управленца Николая Смелякова в свое время перевернула представления современников о США. Смеляков подробно рассказал о том, чему можно поучиться у американцев и показал, что западная цивилизация, подчиненная идее дохода, движется в тупик. С годами книга Смелякова стала еще актуальнее. Он глазами советского человека разглядел все нюансы американской науки и техники, американского образа жизни и во многом предсказал будущее США и мира."
598,Как выжить в современной тюрьме. Часть 1,1309.0,https://www.chitai-gorod.ru/product/kak-vyzhit-v-sovremennoy-tyurme-chast-1-3034342,328.0,1.5,14.0,21.0,330,Мягкий переплёт,2024.0,"Книга представляет собой руководство по выживанию в современной тюрьме.
По существу, это азбука «первохода». В книге можно найти большое количество оригинальных иллюстраций и юридических ссылок.
Произведение написано на основе уникального опыта и содержит закрытую информацию, которая не оставит равнодушным даже скептически настроенного читателя.
Высокую профессиональную оценку книге дал бывший зам. начальника Бутырского централа, подполковник внутренней службы доктор Кратов Д.Б."
599,"Я пришла домой, а там никого не было: Восстание в Варшавском гетто: Истории в диалогах",1409.0,https://www.chitai-gorod.ru/product/ya-prishla-domoy-a-tam-nikogo-ne-bylo-vosstanie-v-varshavskom-getto-istorii-v-dialogah-3032018,568.0,3.2,16.4,23.6,740,Твёрдый переплёт,2024.0,"Первая часть книги представляет собой запись разговоров о жизни и восстании в Варшавском гетто в апреле 1943 года, которые Ханка Групинская с 1985 по 2000 годы провела с участниками восстания.
Это уникальный документальный материал, содержащий устную историю Холокоста, свидетельство живой памяти и судеб.
Разговоры с солдатами Еврейской боевой организации сопровождаются архивными и современными фотографиями героев книги, фотографиями гетто, многие из которых публикуются впервые.
Вторая часть - сборник из более чем 300 биографий-эпитафий солдат Еврейской боевой организации, основанный на списке, отправленном в Лондон лидерами организации в 1943 году."
600,"Невыдуманные исории старого альта, который всё знал и не сказал",1459.0,https://www.chitai-gorod.ru/product/nevydumannye-isorii-starogo-alta-kotoryy-vse-znal-i-ne-skazal-3046712,384.0,2.5,14.5,21.8,560,Твёрдый переплёт,2024.0,"В этот сборник вошли статьи, исторические очерки и рассказы из жизни автора и его исследований. То, о чём здесь написано, подтверждает новое Мировоззрение, в котором честная наука соединяется с православной религией, а загадки истории и тайны природы получают объяснение без мистики и фантазий. Про нечистую силу и нечестную науку тоже рассказывается. Просвещённый читатель найдёт здесь информацию к размышлению над многими злободневными темами"
601,Что происходит и что делать,319.0,https://www.chitai-gorod.ru/product/chto-proishodit-i-chto-delat-3011080,48.0,0.5,12.9,19.9,42,,2023.0,"Уже много лет ведётся война Запада с Россией за обладание её природными богатствами, за уничтожение её как государства. Весь ход войны всё больше убеждает в том, что если власть останется олигархически-компрадорской, Россия может не устоять. Чтобы понять, «что делать», вначале надо выяснить, «что происходит». Ответы на эти вопросы дает доктор экономических наук, профессор Аристарт Алексеевич Ковалев."
602,Из истории халифата: почему после эпохи пророка военная сила стала инструментом политики?,519.0,https://www.chitai-gorod.ru/product/iz-istorii-halifata-pochemu-posle-epohi-proroka-voennaya-sila-stala-instrumentom-politiki-3006302,116.0,1.3,14.7,20.9,240,Твёрдый переплёт,2023.0,"Спустя менее пятидесяти лет после смерти пророка Мухаммада мусульманское сообщество стало свидетелем трагической гибели его внука Хусейна, убитого самими же приверженцами ислама. Задача автора книги - попытаться разобраться в причинах этого трагического события, расколовшего мусульманское сообщество в последующие века. Почему установленные исламом принципы веры в Единого Бога и мусульманского братства не смогли предотвратить нарастание борьбы за пост халифа, в которой сподвижники пророка Мухаммада оказывались по разные стороны баррикад? Почему военная сила стала считаться действенным средством решения политических проблем внутри мусульманского мира, а убийства руководителей государства перестали волновать общественное мнение? Отвечая на эти вопросы, автор совершает увлекательный документальный экскурс в историю раннего халифата, давая подробную характеристику правления халифов, которые находились во главе исламского государства вплоть до смерти Хусейна."
603,Темное просвещение. Американские консерваторы против Империи и Собора,969.0,https://www.chitai-gorod.ru/product/temnoe-prosveshchenie-amerikanskie-konservatory-protiv-imperii-i-sobora-2962483,256.0,1.7,13.4,20.7,312,Твёрдый переплёт,2023.0,"Америка рушится. Западный мир летит к чёрту. Ничто уже не может остановить это падение. Полчища мигрантов захватывают Европу, заставляя вспомнить о нашествиях варваров. Традиционная семья разрушается, а власть в странах Запада оказалась в руках феминисток, ЛГБТ и либеральных интеллигентов - новых браминов, объединённых в единый Собор. На руинах Западной цивилизации возникают новые воины, способные остановить распад, - неореакционное движение."
604,Кодекс гражданина Треушникова,1019.0,https://www.chitai-gorod.ru/product/kodeks-grazhdanina-treushnikova-2960669,168.0,1.5,15.0,22.0,380,,2023.0,"Книга «Кодекс гражданина Треушникова» отражает жизненный путь одного из самых выдающихся юристов современности. Начавшись в тихом старинном Городце на берегу Волги, путь этот привел Михаила Константиновича к вершинам академического сообщества сначала на всесоюзном, а после распада СССР — и на всероссийском уровне.

Неповторимые волжские характеры, окружавшие героя в раннем детстве, политические авантюры хрущевской эпохи, полуголодное и бесконечно счастливое московское студенчество шестидесятых годов, поездки на целину, забавные и полные драматизма казусы из судебной практики, работа на юрфаке МГУ, рассказы из первых уст о том, как непросто создавался свод процессуальных норм для гражданского судопроизводства в современной России, — вот что найдет читатель в этой книге.

Биография здесь соотнесена с эпохой, а эпоха — с судьбой. Мощное послевоенное поколение уходит в историю, но мы успели зафиксировать их голоса."
605,Шесть дней из жизни дознавателя,1099.0,https://www.chitai-gorod.ru/product/shest-dney-iz-zhizni-doznavatelya-3011082,352.0,2.0,13.6,20.6,392,,2023.0,"Если работа следователя воспета в многочисленных детективах, то профессия дознавателя обделена вниманием писателей и сценаристов. Однако она есть и скрывается за стопками уголовных дел попроще. Среди которых встречаются случаи, требующие от дознавателя смекалки, сурового опыта и рентгеновской проницательности.
В этой истории, вы вместе со старшим лейтенантом милиции Габороновым, погрузитесь в расследования уголовных дел 2010 года. Этот период выбран не случайно. Впереди будет знаменитая реформа МВД, когда милиция стала полицией. И сейчас, вспомнив как было, можно будет сравнить, что из этого получилось, что поменялось, к чему это привело.
Вы увидите настоящие материалы: протокол осмотра места происшествия, допросы, явку с повинной... Посмотрите, сколько времени, сил и средств нужно для разбирательства последствий одного лишь взмаха ноги, причинения телесных повреждений, краж и других, касающихся простых людей преступлений..."
606,"Истории врачей. От первого лица: Обращаться с осторожностью, Записки акушерки. Трудная ноша, История медсестры. Смелость заботиться. Комплект из 3 книг",904.0,https://www.chitai-gorod.ru/product/istorii-vrachey-ot-pervogo-lica-obrashchatsya-s-ostorozhnostyu-zapiski-akusherki-trudnaya-nosha-istoriya-medsestry-smelost-zabotitsya-komplekt-iz-3-knig-3012561,992.0,7.8,13.0,20.7,1012,Твёрдый переплёт,2023.0,"Вашему вниманию предлагается комплект из 3-х книг ""Истории врачей от первого лица"":
""Обращаться с осторожностью. Искренние признания патронажной сестры"" Рейчел Хирсон,
""Истории медсестры. Смелость заботиться"" Кристи Уотсон,
""Записки акушерки. Трудная ноша"" Лиа Хэзард."
607,"Конец проекта ""Украина""",1099.0,https://www.chitai-gorod.ru/product/konec-proekta-ukraina-2975711,352.0,1.8,13.3,20.5,380,Твёрдый переплёт,2023.0,"Государство - это сложно. Называться государством и быть государством - не одно и то же. За три десятилетия независимости от России ""Украина"" так и не смогла стать полноценным государством, обладая государственностью лишь как неким остаточным явлением, продолжавшимся все эти годы по инерции заложенного во времена СССР запаса прочности. Подобные ""недогосударства"" в геополитике принято обозначать термином failed state. Израсходовав остаточную постсоветскую государственность, выжав все соки из советских промышленных активов, избавившись от ""чужеродной"" русской элиты, ""Украина"" уткнулась в концептуальный тупик своего развития. Дальше в прежнем виде ей просто некуда двигаться. Осталось одно - превратить Украину в антироссию, и использовать её для ослабления России. То есть, для войны. Войны Запада с Россией до последнего ""украинца"""
608,Конец Европы. Вместе с Россией на пути к многополярности,735.0,https://www.chitai-gorod.ru/product/konec-evropy-vmeste-s-rossiey-na-puti-k-mnogopolyarnosti-2959807,352.0,2.0,13.5,20.6,390,Твёрдый переплёт,2023.0,"Сегодня европейцы всё чаще задаются вопросом ""кто мы?"" Европа стала заложницей глобалистских проектов, вылившихся в чудовищные постгуманистические эксперименты над человеком, толкающие её к доминированию бесполых клонов, выродившихся мутантов и обесчеловеченных киборгов. Европа нынешняя зашла в концептуальный тупик, пройдя по пути расчеловечивания и подойдя к самому краю пропасти. Излечить столь запущенную болезнь обычными средствами, похоже, уже невозможно. Умирающей и разлагающейся Европе поможет лишь чудо. Русское чудо. Если что и может спасти Европу, так это Россия, несущая ""свет с Востока"".
Возвращение России на глобальную мировую арену, сворачивание однополярного проекта и рост влияния евроскептиков запустили процессы масштабных преобразований во всём мире. Всё это способствует становлению новой модели - многополярного мира."
609,Спецзона для бывших,1149.0,https://www.chitai-gorod.ru/product/speczona-dlya-byvshih-3011085,384.0,2.0,13.6,20.6,412,,2023.0,"Иркутская «тройка» — единственное заведение строгого режима среди шести российских колоний для бывших сотрудников силовых структур. Сюда, подальше от Москвы, привозят отбывать наказание осужденных по самым громким делам: убийц, спятивших службистов, открывших огонь по случайным прохожим, налетчиков, крупных взяточников, торговцам наркотиками. Средний срок пребывания здесь от пяти до 25 лет.
Бывший сотрудник Главного управления исполнения наказаний Александр Наумов получил возможность поговорить с этими людьми «из-под погон», как они сами себя называют. Их имена и фамилии изменены. Остальное — как в жизни."
610,Золотая Адель. Эссе об искусстве,1149.0,https://www.chitai-gorod.ru/product/zolotaya-adel-esse-ob-iskusstve-3027459,496.0,2.7,11.5,18.5,356,Твёрдый переплёт,2023.0,"Петер Надаш (р. 1942) — один из ключевых авторов современной венгерской и европейской литературы, регулярно выступает в жанре эссе. В книге собраны лучшие образцы его интеллектуальной прозы, отражающие широчайший спектр явлений культуры от философии и антропологии до театра и фотоискусства. В отдельный раздел включены эссе о литературе и литераторах, а в заключительной части представлены тексты и интервью о собственном творчестве Надаша, проливающие свет на генезис и устройство его романов «Книга воспоминаний» (1986) и «Параллельные истории» (2005), признанных выдающимися свершениями неомодернистской прозы.
Тексты, представленные в книге, публикуются на русском языке впервые.
Европейская литература второй половины 20-го века, эссеистика Петер Надаш (р. 1942) — одна из центральных фигур современной венгерской словесности, прозаик, драматург, эссеист, неоднократно номинировавшийся на Нобелевскую премию по литературе."
611,Гиперборея. Приключения идеи,820.0,https://www.chitai-gorod.ru/product/giperboreya-priklyucheniya-idei-2984202,320.0,1.8,14.8,21.5,412,Твёрдый переплёт,2023.0,"Где находилась легендарная Гиперборея, почитавшаяся греками как благословенный край ученых и поэтов, недостижимый идеал справедливого и высокоразвитого общества? Почему интерес к ней не затухает на протяжении уже трех тысячелетий? Почему в Средние века русских называли гиперборейцами, и где искать корни русофобии? Как «гиперборейский вопрос» помогал отдельным нациям доказывать свое первородство и оправдывать «право» на захват соседних земель?
Ответы на эти и многие другие вопросы вы найдете в книге российских философов Анатолия Белякова и Олега Матвейчева. Тема книги – приключение идеи Гипербореи. Авторы рассматривают ее как стержневой концепт европейской истории, связывающий ее события в нечто целое, в «великую цепь бытия» (А. Лавджой). Концепт Гипербореи – это ключ к пониманию сущности греческой мифологии, принципов античной политики. Тема Гипербореи помогает разобраться в проблеме рецепции христианства, в сути восточной политики европейских государств Средневековья и Нового времени, в причинах победы русской революции и появления фашизма.
Кропотливое историческое расследование представлено в книге как интеллектуальный детектив, держащий читателя в напряжении до самой последней страницы. Книга написана доступным языком и будет интересна не только специалистам в области гуманитарных наук, но и самому широкому кругу читателей."
612,Игра в прятки. История американского подводного шпионажа,1199.0,https://www.chitai-gorod.ru/product/igra-v-pryatki-istoriya-amerikanskogo-podvodnogo-shpionazha-2987857,416.0,2.2,13.6,20.8,450,Твёрдый переплёт,2023.0,"Подрыв трубопровода «Северный поток-2» - одно из самых трагических происшествий нашего времени. Однако такие подводные катастрофы случались и раньше. В чем их причины? Об одной из версий рассказывается в настоящем издании. Впервые в России с большим знанием дела показана деятельность военно-морской разведки США во времена прошлой Холодной войны. Книга приподнимает занавес тайны над самыми секретными военными операциями из когда-либо осуществляющихся Соединенными Штатами"
613,Речи бунтовщика,987.0,https://www.chitai-gorod.ru/product/rechi-buntovshchika-2970388,268.0,1.2,14.8,21.0,280,Твёрдый переплёт,2023.0,"Книжная серия «Навстречу революции» — издательский проект, нацеленный на составление современного, всеобъемлющего и наиболее широкого ряда произведений классиков отечественной политической и революционной мысли. Сегодня, оглядываясь на мыслителей прошлого, мы понимаем, что множество книг, легших в основу нашего представления о современности и об общественном укладе, не утратили своей остроты, актуальности и значимости — напротив, сегодня мы можем по-новому взглянуть на труды, выковавшие наш век, и оценить их значимость и вневременность.
Многие труды, выходящие в рамках издательского проекта, долгие годы были недоступны на книжном рынке; выросли поколения, не знающие имена и труды классиков. Задача серии «Навстречу революции» — дать возможность современному читателю ознакомиться и осмыслить классиков революционной мысли, а также понять их значимость для дня сегодняшнего."
614,От библии до пандемии: Поиск ценностей в мире катастроф,1115.0,https://www.chitai-gorod.ru/product/ot-biblii-do-pandemii-poisk-cennostey-v-mire-katastrof-2970408,376.0,1.7,14.8,21.0,390,Мягкий переплёт,2023.0,"В этой книге собраны эссе Михаила Эпштейна, написанные в последние годы и объединенные темой высших ценностей: жизнь, разум, здоровье, человечность, доброта, одаренность, надежда... В наше время они подвергаются жесточайшим испытаниям. Катастрофы, войны, эпидемии, диктатуры, нашествия идейных вирусов — иррационализма, агрессии, фашизма, крайне левых и правых идеологий... Но ценности живы лишь настолько, насколько подвергаются сомнению. Эта книга — не о сохранении, а именно о возрастании и углублении ценностей, о новых смыслах, которыми исторические тревоги наполняют нашу жизнь.
Временной диапазон этой книги: от библейского понимания скорби, греха, тяжелых испытаний, как оно выразилось в Книгах Иова и Eкклесиаста, — до пандемии как глобального кризиса, бросающий вызов традиционным представлениям о морали, психологии, о самой природе человека. Последний раздел — о том, как из трудных, критических ситуаций рождается надежда, открывается выход в иные смыслы и измерения бытия.
Михаил Наумович Эпштейн — филолог, культуролог, эссеист, автор сорока книг, посвященных современной философии, русской литературе, развитию гуманитарных наук. Профессор университета Эмори (США). Лауреат Премии Андрея Белого (1991), лондонского Института социальных изобретений (1995), Международного конкурса эссеистики (Берлин — Веймар, 1999), премии “Liberty” (Нью-Йорк, 2000) и др."
